2025-08-05T03:54:05.881621Z  INFO dora_cli::command::daemon: Starting dataflow `dataflow.yml`
2025-08-05T03:54:05.882660Z  INFO zenoh::net::runtime: Using ZID: e8891f779220f4af978514a4e93d6e25
2025-08-05T03:54:05.883057Z  INFO zenoh::net::runtime::orchestrator: Zenoh can be reached at: tcp/[fe80::5486:ceff:fe29:32b0]:41217
2025-08-05T03:54:05.883066Z  INFO zenoh::net::runtime::orchestrator: Zenoh can be reached at: tcp/10.89.0.2:41217
2025-08-05T03:54:05.883083Z  INFO zenoh::net::runtime::orchestrator: zenohd listening scout messages on 224.0.0.224:7446
2025-08-05T03:54:09.055197Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 27 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.057238Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 28 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.059140Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 29 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.061160Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 30 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.063208Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 31 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.065218Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 32 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.067232Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 33 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.069120Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 34 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.071145Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 35 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.073172Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 36 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.075173Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 37 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.077208Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 38 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.079144Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 39 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.081609Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 40 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.083138Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 41 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.085239Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 42 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.087193Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 43 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.089228Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 44 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.091153Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 45 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.091446Z  INFO dora_daemon::log:    [c node] Hello World build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.093181Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 46 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.095207Z  INFO dora_daemon::log:    [c node] dora context initialized build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.097218Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 47 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.099224Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.101143Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 48 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.103154Z  INFO dora_daemon::log:    C counter received message `loop iteration 0`, counter: 1 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.105172Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 49 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.107188Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.109183Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 50 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.111207Z  INFO dora_daemon::log:    C counter received message `loop iteration 1`, counter: 2 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.113223Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 51 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.115241Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.117141Z  INFO dora_daemon::log:    [c sink] received input `counter` with data: The current counter value is 52 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("c_sink")
2025-08-05T03:54:09.119145Z  INFO dora_daemon::log:    C counter received message `loop iteration 2`, counter: 3 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.123208Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.125213Z  INFO dora_daemon::log:    C counter received message `loop iteration 3`, counter: 4 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.127224Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.129125Z  INFO dora_daemon::log:    C counter received message `loop iteration 4`, counter: 5 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.131142Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.133164Z  INFO dora_daemon::log:    C counter received message `loop iteration 5`, counter: 6 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.135167Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.137193Z  INFO dora_daemon::log:    C counter received message `loop iteration 6`, counter: 7 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.139208Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.141239Z  INFO dora_daemon::log:    C counter received message `loop iteration 7`, counter: 8 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.143141Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.145147Z  INFO dora_daemon::log:    C counter received message `loop iteration 8`, counter: 9 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.147159Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.149181Z  INFO dora_daemon::log:    C counter received message `loop iteration 9`, counter: 10 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.151356Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.153132Z  INFO dora_daemon::log:    C counter received message `loop iteration 10`, counter: 11 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.155162Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.157175Z  INFO dora_daemon::log:    C counter received message `loop iteration 11`, counter: 12 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.159193Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.161206Z  INFO dora_daemon::log:    C counter received message `loop iteration 12`, counter: 13 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.163227Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.165126Z  INFO dora_daemon::log:    C counter received message `loop iteration 13`, counter: 14 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.167151Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.169162Z  INFO dora_daemon::log:    C counter received message `loop iteration 14`, counter: 15 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.171177Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.173193Z  INFO dora_daemon::log:    C counter received message `loop iteration 15`, counter: 16 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.175203Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.177216Z  INFO dora_daemon::log:    C counter received message `loop iteration 16`, counter: 17 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.179234Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.181918Z  INFO dora_daemon::log:    C counter received message `loop iteration 17`, counter: 18 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.183206Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.185229Z  INFO dora_daemon::log:    C counter received message `loop iteration 18`, counter: 19 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.187276Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.189166Z  INFO dora_daemon::log:    C counter received message `loop iteration 19`, counter: 20 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.191185Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.193217Z  INFO dora_daemon::log:    C counter received message `loop iteration 20`, counter: 21 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.195229Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.197147Z  INFO dora_daemon::log:    C counter received message `loop iteration 21`, counter: 22 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.199155Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.201169Z  INFO dora_daemon::log:    C counter received message `loop iteration 22`, counter: 23 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.203198Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.205216Z  INFO dora_daemon::log:    C counter received message `loop iteration 23`, counter: 24 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.207252Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.209176Z  INFO dora_daemon::log:    C counter received message `loop iteration 24`, counter: 25 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.211271Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.213206Z  INFO dora_daemon::log:    C counter received message `loop iteration 25`, counter: 26 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.215235Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.217139Z  INFO dora_daemon::log:    C counter received message `loop iteration 26`, counter: 27 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.219155Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.221168Z  INFO dora_daemon::log:    C counter received message `loop iteration 27`, counter: 28 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.223184Z  INFO dora_daemon::log:    message event build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
2025-08-05T03:54:09.225202Z  INFO dora_daemon::log:    C counter received message `loop iteration 28`, counter: 29 build_id=None dataflow_id=Some("0198785d-6eba-7496-bb5e-e4e4b2c6e5c6") node_id=Some("runtime-node")
